Timer started ...
MOD: delay(1250 1250), type(tTMRCO20), from(I1.OSCOUT), to(I1.TIMEROUT)
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_1_.Q ), to(STEP1A_next_CQ_2_.D.X2 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_1_.Q ), to(STEP1A_next_CQ_2_.D.X1 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_1_.Q ), to(STEP1A_next_CQ_1_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_1_.Q ), to(STEP1A_next_CQ_0_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_2_.Q ), to(step1a_un1_next46_i_n )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_2_.Q ), to(STEP1A_next_CQ_3_.D.X2 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_2_.Q ), to(STEP1A_next_CQ_3_.D.X1 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_2_.Q ), to(STEP1A_next_CQ_2_.D.X1 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_2_.Q ), to(STEP1A_next_CQ_1_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_2_.Q ), to(STEP1A_next_CQ_0_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_3_.Q ), to(step1a_un1_next46_i_n )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_3_.Q ), to(STEP1A_next_CQ_4_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_3_.Q ), to(STEP1A_next_CQ_3_.D.X2 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_3_.Q ), to(STEP1A_next_CQ_3_.D.X1 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_3_.Q ), to(STEP1A_next_CQ_2_.D.X2 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_3_.Q ), to(STEP1A_next_CQ_2_.D.X1 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_3_.Q ), to(STEP1A_next_CQ_1_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP1A_count_3_.Q ), to(STEP1A_next_CQ_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_CQ_0_.Q ), to(STEP1A_CQ_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_CQ_1_.Q ), to(STEP1A_CQ_1_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_CQ_2_.Q ), to(STEP1A_CQ_2_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_CQ_3_.Q ), to(STEP1A_CQ_3_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_CQ_4_.Q ), to(STEP1A_CQ_4_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(step5_n_47_0_n.OUT), to(STEP5_outNMSG_1_0__1 )
NET: delay(445 445), type(tFBK+tROUTE+tBCLK), from(step5_n_47_0_n.OUT), to(STEP5_outLED_1_0_.LH )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_0_.Q ), to(STEP1A_outCHAR_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(step5_n_46_0_n.OUT), to(STEP5_outNMSG_1_0__0 )
NET: delay(485 485), type(tFBK+tROUTE+tPTSR), from(step5_n_46_0_n.OUT), to(STEP5_outEN.AR )
NET: delay(485 485), type(tFBK+tROUTE+tPTSR), from(step5_n_46_0_n.OUT), to(o_JUMBO_1_.AP )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_1_.Q ), to(STEP1A_outCHAR_1_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_2_.Q ), to(STEP1A_outCHAR_2_.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(step5_un1_next_qstate54_i_n.OUT), to(o_JUMBO_2__0 )
NET: delay(450 450), type(tFBK+tROUTE+tBLA+tPTCLK), from(step5_un1_next_qstate54_i_n.OUT), to(STEP5_next_qstate_3_.LH )
NET: delay(450 450), type(tFBK+tROUTE+tBLA+tBCLK), from(step5_un1_next_qstate54_i_n.OUT), to(STEP5_next_qstate_2_.LH )
NET: delay(450 450), type(tFBK+tROUTE+tBLA+tPTCLK), from(step5_un1_next_qstate54_i_n.OUT), to(STEP5_next_qstate_1_.LH )
NET: delay(450 450), type(tFBK+tROUTE+tBLA+tPTCLK), from(step5_un1_next_qstate54_i_n.OUT), to(STEP5_next_qstate_0_.LH )
NET: delay(450 450), type(tFBK+tROUTE+tBLA+tPTCLK), from(step5_un1_next_qstate54_i_n.OUT), to(STEP5_outSRST.LH )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_3_.Q ), to(STEP1A_outCHAR_3_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_4_.Q ), to(STEP1A_outCHAR_4_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_5_.Q ), to(STEP1A_outCHAR_5_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_next_6_.Q ), to(STEP1A_outCHAR_6_.D )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tPTCLK), from(step1a_un1_next46_i_n.OUT), to(STEP1A_next_CQ_4_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tPTCLK), from(step1a_un1_next46_i_n.OUT), to(STEP1A_next_CQ_3_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tPTCLK), from(step1a_un1_next46_i_n.OUT), to(STEP1A_next_CQ_2_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tPTCLK), from(step1a_un1_next46_i_n.OUT), to(STEP1A_next_CQ_1_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tPTCLK), from(step1a_un1_next46_i_n.OUT), to(STEP1A_next_CQ_0_.LH )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(step1a_n_32_i_n.OUT), to(step1a_un1_next46_i_n )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tPTCLK), from(step1a_n_32_i_n.OUT), to(STEP1A_next_6_.LH )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tPTCLK), from(step1a_n_32_i_n.OUT), to(STEP1A_next_5_.LH )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tBCLK), from(step1a_n_32_i_n.OUT), to(STEP1A_next_4_.LH )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tPTCLK), from(step1a_n_32_i_n.OUT), to(STEP1A_next_3_.LH )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tPTCLK), from(step1a_n_32_i_n.OUT), to(STEP1A_next_2_.LH )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tBCLK), from(step1a_n_32_i_n.OUT), to(STEP1A_next_1_.LH )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tBCLK), from(step1a_n_32_i_n.OUT), to(STEP1A_next_0_.LH )
NET: delay(445 445), type(tFBK+tROUTE+tPTCLK), from(o_JUMBO_1__0.OUT), to(STEP5_outEN.LH )
NET: delay(445 445), type(tFBK+tROUTE+tPTCLK), from(o_JUMBO_1__0.OUT), to(o_JUMBO_1_.LH )
NET: delay(445 445), type(tFBK+tROUTE+tPTCLK), from(o_JUMBO_2__0.OUT), to(o_JUMBO_2_.LH )
NET: delay(445 445), type(tFBK+tROUTE+tPTCLK), from(STEP5_outNMSG_1_0__0.OUT), to(STEP5_outNMSG_1_0_.LH )
NET: delay(485 485), type(tFBK+tROUTE+tPTSR), from(STEP5_outNMSG_1_0__1.OUT), to(STEP5_outNMSG_1_0_.AR )
Fmax/Tpd has been written in: .\lab11.lco
Timing result in log-file: .\lab11.tlg


Timer ended.
